order_id,order_date,customer,region,category,product,quantity,unit_price
ORD-14455,"December 27, 2025",Mount Trashmore Mini Golf,South Carolina,Safety equip.,Safety Vest 10-Pack,3,$ 55.82
ORD-13998,2/25/2025,"REDWING AUTO PARTS, INC.",dc,Furniture,Task Chair,2,$157.29
ORD-10938,45829,EMERALD CLEANERS,D.C.,Safety Equipment,First Aid Kit,10,46.92 USD
ORD-14323,04/26/26,TIDEWATER ROOFING,nc,Food & Beverage,Tea Sampler,1,21.32 USD
ORD-10304,29-Oct-25,uptown barbers inc,MD,Furniture,Task Chair,1,$155.97
ORD-14973,"January 03, 2026",PEMBROKE LAW GROUP INC,South Carolina,Cleening,Disinfectant 4-Pack,1,$28.07
ORD-11225,09-Nov-25,Zenith HVAC LLC ,South Carolina,ELECTRONICS,USB-C Dock,2,$91.26
ORD-12427,"August 29, 2025",VIRGINIA BEACH VETS ,MD,FURNITURE,Task Chair,8,165.37 USD
ORD-14145,45761,"LIGHTHOUSE DAYCARE, INC.",MD,Ofice Supplies,Whiteboard,5,61.82 USD
ORD-11396,7/28/2025,Pembroke  Law Group Co.,md,F&B,Tea Sampler,4,$23.19
ORD-14059,11/15/25,"Zenith HVAC, Inc. ",VA ,CLEANING,Mop Kit,1,36.04
ORD-14502,26-May-25,Eastline Logistics,Washington DC,FOOD & BEVERAGE,Snack Variety Box,2.0,$36.94
ord 11203,05/30/26,Dominion Cafe Co.,MD,electronics,Label Printer,3,132.83 USD
ORD-14648,23-Jul-25,Kettle  & Crumb Bakery Company,virginia,Electronics,27in Monitor,1,$ 232.22
ORD-10052,2025-01-11,"XPRESS COURIERS, INC. ",dc,CLEANING,Mop Kit,5,$38.75
ORD-13805,12/07/25,Gull Point Marina,sc ,CLEANING,Trash Liners Box,-2,$ 22.94
ORD-12089,2025-09-16,Osprey Optics Inc,Virginia,Electronics,Label Printer,3,138.91
ORD-13114,"March 06, 2025",First Colony Realty Co. ,md,Safety Eqipment,Fire Extinguisher,5,$72.52
ORD-13984,08/08/25,Lighthouse Daycare Company, NC,food & beverage,Tea Sampler,4,21.63
ORD-11250,46110,LANDSTOWN PEDIATRICS INC,NC,F&B,Tea Sampler,10,$21.48
ORD-14680,46069,quality crab co inc,Washington DC,Food & Beverage,Snack Variety Box,4,38.31 USD
ORD-12087,2025-03-24,"JAMES RIVER TOURS, INC.",VA,furniture,Bookshelf,1,110.92 USD
ORD-13089,45826,Marlin Print Shop,DC,Furniture,Task Chair,2,161.37 USD
ORD-11237,"September 15, 2025",Pembroke Law Group LLC,South Carolina,Office Supplies,Ink Cartridge,10,$31.05
ORD-12550,"March 05, 2025",Gull Point Marina,D.C.,Office supplies,Stapler Set,3,19.69 USD
ORD-14969,29-Apr-25,Lighthouse  Daycare,MD,Safety Equipment,Safety Vest 10-Pack,2,54.06 USD
ORD-11724,1/13/2025,Zenith HVAC,  ,Cleening,Hand Soap Case,3,29.94
ORD-14743,04-Jul-25,"MARLIN PRINT SHOP, INC.",South Carolina,Furniture,Standing Desk,1,383.30 USD
ORD-11006,46106,Foxtail Florist ,North Carolina,Furniture,Task Chair,4,168.72 USD
ORD-12164,"June 18, 2025",Hilltop Hardware Company ,DC,Food & Beverage,Tea Sampler,4,20.87
ord 10707,01/09/26,beacon bookkeeping co.,Virginia,Safety Equipment,Safety Vest 10-Pack,1,$51.12
ORD-10410,5/17/2026,oceanfront surf shop ,sc ,Electronics,27in Monitor,2,224.20 USD
ORD-13394,"May 15, 2025",Landstown Pediatrics Company,South Carolina,Office supplies,Stapler Set,2,$18.09
ORD-12735,45866,Landstown  Pediatrics Inc,NC,Office Supplies,Stapler Set,10,$19.85
ORD-11536,"January 16, 2025",inlet ice cream co.,Washington DC,Office Supplies,Copy Paper Case,1,44.01 USD
ORD-14349,,Redwing Auto Parts Inc,Maryland,Electronics,Label Printer,5,$ 143.37
ORD-10018,06/11/25,"Hilltop  Hardware, Inc.",va,Food & Beverage,Coffee 5lb Bag,4,51.83
ORD-12132,2025-10-01,"CARDINAL  PEST CONTROL, INC.",SC,Furniture,Bookshelf,8,115.03
ORD-10922,2025-04-13,Xpress Couriers LLC ,dc,Furniture,File Cabinet,8,103.91
ORD-14471,11-Feb-25,James River Tours,SC,Office Supplies,Stapler Set,1,$17.95
ORD-10884,"September 20, 2025",james river tours company ,sc ,FURNITURE,Bookshelf,5,108.72
ORD-14037,2026-03-14,Emerald Cleaners LLC,virginia,Cleaning,Trash Liners Box,3,24.66
ORD-14004,11/16/2025,Pembroke Law Group,Washington DC,Electronics,27in Monitor,4,234.12
ORD-13870,7/22/2025,Cardinal  Pest Control Inc ,NC,Food & Beverage,Tea Sampler,1,$21.72
ORD-14185,46059,Kettle & Crumb Bakery Co. ,SC,Office Supplies,Whiteboard,10.0,$ 65.59
,"April 14, 2025",NANSEMOND  NURSERY LLC,VA ,Office Supplies,Whiteboard,5,65.16 USD
ORD-11699,"March 04, 2025",SALEM  LANES BOWLING,MD,F&B,Coffee 5lb Bag,2,47.02 USD
ORD-11446,"February 12, 2025",foxtail florist,South Carolina,Electronics,USB-C Dock,3.0,85.84 USD
ORD-10961,16-Aug-25,Inlet Ice Cream,sc ,Furnture,Bookshelf,1,111.33 USD
ord 13768,2026-05-23,Yorktown  Catering LLC,Washington DC,Office supplies,Ink Cartridge,8,32.23 USD
ORD-12314,2026-01-19,SALEM LANES BOWLING COMPANY,Washington DC,Furniture,Task Chair,2,157.39
ORD-10699,2025-05-18,Uptown Barbers Company,Maryland,Furniture,File Cabinet,1,97.33
ORD-13243,11/26/2025,greenbrier gym llc,VA,cleaning,Disinfectant 4-Pack,8.0,26.32 USD
ORD-14719,2025-12-28,Lighthouse Daycare Company,Maryland,Office Supplies,Ink Cartridge,4,$32.44
ORD-10943,06/17/25,"Nansemond Nursery, Inc.",South Carolina,office supplies,Stapler Set,10,$ 19.49
ORD-11777,15-Nov-25,Greenbrier Gym ,D.C.,Electronics,Wireless Mouse,2,26.35
ORD-12256,2025-04-06,hilltop  hardware,virginia,Cleaning,Disinfectant 4-Pack,4,$ 29.33
ORD-10351,45794,Oceanfront Surf Shop,dc,Electronics ,27in Monitor,1,$ 229.07
ORD-11709,"April 25, 2025",James  River Tours Inc,md,F&B,Water Cooler Jug,2,12.49
ORD-13252,27-May-25,marlin print shop co.,SC,cleaning,Mop Kit,2,$ 36.77
ORD-12369,2/17/2025,Redwing Auto Parts,MD,furniture,Task Chair,8,$165.20
ORD-11807,45845,Marlin  Print Shop LLC,South Carolina,Electronics,Label Printer,1,$ 141.97
ORD-13352,02/22/26,Bayview Dental Inc,South Carolina,Office Supplies,Stapler Set,1,18.34 USD
ORD-11315,"May 17, 2025",CARDINAL PEST CONTROL COMPANY,nc,Food & Beverage,Snack Variety Box,3,$ 37.53
ORD-10442,06/08/25,VIRGINIA BEACH VETS,nc,Electronics,USB-C Dock,2,$ 95.24
ord 10603,45781,MARLIN PRINT SHOP COMPANY ,md,Furniture,Standing Desk,2,370.25 USD
ORD-10356,02/07/25,hilltop hardware,MD,Office Supplies,Copy Paper Case,8,$42.54
ORD-14938,"May 07, 2025",Hilltop Hardware LLC ,dc,Cleaning,Mop Kit,2,35.14
ORD-14929,22-Feb-25,Cardinal Pest Control LLC ,sc ,Cleaning,Disinfectant 4-Pack,3,$ 26.35
ORD-10939,1/23/2026,Pembroke Law Group LLC,md,Electronics ,Label Printer,10,$127.83
ORD-10533,01/14/26,inlet  ice cream,VA,Food & Beverage,Coffee 5lb Bag,3.0,48.12 USD
ORD-12443,"December 14, 2025","INLET ICE CREAM, INC.",Washington DC,Electronics,USB-C Dock,1.0,$ 94.01
ORD-13049,05/17/25,Quality Crab Co,Virginia,Electronics,27in Monitor,2,210.06 USD
ord 14646,"June 17, 2025",lighthouse daycare,dc,Cleaning  ,Hand Soap Case,1,28.66
ORD-14852,16-Sep-25,JAMES RIVER TOURS INC ,Maryland,Ofice Supplies,Stapler Set,2,$ 18.69
ORD-10115,2026-03-16,uptown barbers company,VA ,safety equipment,Fire Extinguisher,3,$ 67.16
ORD-11342,3/6/2026,BEACON BOOKKEEPING LLC,DC,Electronics,Wireless Mouse,4,26.16 USD
ORD-14514,"May 03, 2026","OCEANFRONT SURF SHOP, INC.",null,SAFETY EQUIPMENT,First Aid Kit,1,45.50 USD
ORD-10306,45937,DOMINION CAFE ,Washington DC,OFFICE SUPPLIES,Copy Paper Case,5,$ 43.71
ORD-10067,"September 04, 2025",Chesapeake Motors LLC,VA,Electroncs,Wireless Mouse,-2,24.34
ORD-12635,2025-07-11,Dominion Cafe ,dc,F&B,Coffee 5lb Bag,5,$ 50.37
ORD-10742,2025-02-25,XPRESS COURIERS,sc ,Electronics,Label Printer,4,134.58
ORD-12149,2025-02-12,harbor light church co.,Maryland,Office Supplies,Ink Cartridge,4,32.14
ORD-12601,14-Dec-25,kettle & crumb bakery,South Carolina,Electronics,Wireless Mouse,1,$24.99
ORD-13708,4/27/2025,Eastline Logistics LLC ,Maryland,Food & Beverage,Coffee 5lb Bag,10,47.08 USD
ord 11851,"January 15, 2026",greenbrier gym co. ,VA,Cleaning,Trash Liners Box,2,$ 22.57
ORD-10733,"November 22, 2025",Uptown Barbers,sc ,food & beverage,Water Cooler Jug,1,$12.96
ORD-10590,"April 27, 2026",Zenith HVAC LLC ,md,Furniture,Task Chair,3,$ 155.06
ORD-14008,05/11/25,Cardinal  Pest Control Inc,dc,Safety Eqipment,Fire Extinguisher,5,65.58 USD
ORD-14871,17-Jan-25,KETTLE & CRUMB BAKERY LLC,North Carolina,Safety Eqipment,Safety Vest 10-Pack,2,54.92
ORD-12006,04/30/26,"Harbor Light Church, Inc.",D.C.,Safety Equipment,Fire Extinguisher,5,67.87
ORD-12012,2026-05-14,Gull Point Marina Company,North Carolina,safety equipment,Wet Floor Signs,4,21.04 USD
ORD-13176,2/22/2025,Lighthouse Daycare,DC,OFFICE SUPPLIES,Copy Paper Case,5,$ 41.83
ORD-14007,2026-05-30,Oceanfront Surf Shop Co.,nc,Electronics,USB-C Dock,1,$ 86.41
ORD-14861,2026-04-18,"Oceanfront Surf Shop, Inc.",SC,Office Supplies,Copy Paper Case,8,42.83
ORD-11787,11/21/25,yorktown catering company,Maryland,OFFICE SUPPLIES,Whiteboard,2,61.22
ORD-11345,2025-03-21,DRIFTWOOD DECOR LLC,NC,food & beverage,Snack Variety Box,5.0,$ 36.79
ORD-11628,03/26/25,uptown barbers inc,nc,FURNITURE,Bookshelf,1,113.04 USD
ORD-13120,03/10/26,Salem  Lanes Bowling, NC,Electronics,27in Monitor,8,213.53 USD
ORD-11590,03/24/26,Yorktown Catering Co.,SC,safety equipment,Fire Extinguisher,8,70.52
ORD-10392,"May 05, 2025",Atlantic Supply Co.,Virginia,furniture,Bookshelf,1,$120.00
ORD-14842,09/26/25,Oceanfront Surf Shop Inc,md,Safety Equipment,First Aid Kit,1,$ 46.27
ORD-12224,09-Jul-25,Beacon Bookkeeping Company,NULL,Furniture,Task Chair,2,162.40 USD
ORD-14637,2025-03-18,kettle & crumb bakery,SC,Cleaning,Hand Soap Case,4,28.40 USD
,"March 23, 2025",Xpress Couriers,DC,Furniture,File Cabinet,10,103.11 USD
ord 11086,20-Aug-25,ironclad  fitness company,va,Office Supplies,Ink Cartridge,3,$32.87
ORD-10075,06/23/25,REDWING AUTO PARTS INC ,NC,Electronics,Label Printer,1,128.80
ord 10913,1/10/2025,EASTLINE LOGISTICS,VA,food & beverage,Coffee 5lb Bag,5,$ 51.92
ORD-14000,12/27/25,"Norfolk Notary, Inc.",SC,OFFICE SUPPLIES,Stapler Set,4,$19.27
ORD-14978,2025-04-07,"Kettle & Crumb Bakery, Inc. ",sc ,Furniture,Standing Desk,10,390.56
ORD-12895,2025-02-08,harbor light church inc,Maryland,Cleaning,Disinfectant 4-Pack,8,27.08 USD
ORD-13620,05/21/26,Pembroke Law Group LLC,NC,OFFICE SUPPLIES,Whiteboard,8,68.37
,2025-09-01,Chesapeake  Motors Company,md,Office Supplies,Copy Paper Case,4,$40.41
ORD-10038,2026-05-09,Dominion Cafe,MD,Food and Beverage,Coffee 5lb Bag,2,$51.84
ORD-14329,05/16/26,hilltop hardware,Maryland,Safety equip.,First Aid Kit,2,45.01
ORD-14933,5/24/2025,Tidewater Roofing Company,South Carolina,OFFICE SUPPLIES,Copy Paper Case,10,$41.62
ORD-14184,03/14/25,NANSEMOND NURSERY COMPANY ,D.C.,Cleaning,Trash Liners Box,1,$ 23.82
ORD-12304,11/22/2025,eastline logistics,SC,Safety Equipment,Fire Extinguisher,2,70.41
ORD-12372,2/4/2026,"GREENBRIER GYM, INC. ",Washington DC,Food & Beverage,Tea Sampler,3,$ 22.60
ORD-11011,26-May-25,Mount Trashmore Mini Golf Company ,SC,Food & Beverage,Snack Variety Box,1,34.44 USD
ORD-12854,16-Jan-26,Lighthouse Daycare LLC,NC, Furniture,Bookshelf,8.0,$108.68
ORD-10064,45671,"Salem  Lanes Bowling, Inc.",NC,Office Supplies,Stapler Set,2,19.05
ORD-10703,"March 19, 2026",Salem Lanes Bowling Co.,sc ,Furniture,File Cabinet,1,103.31
ORD-10748,5/26/2025,harbor light church company,va,Cleaning,Mop Kit,3,38.89 USD
ORD-10238,10/09/25,LIGHTHOUSE  DAYCARE CO.,md,Furniture,Standing Desk,1,$394.45
ORD-12047,3/20/2025,Quality Crab Co Co.,sc ,FURNITURE,Standing Desk,10,391.94
ORD-11359,01/31/25,Pembroke Law Group ,SC,Electroncs,27in Monitor,8,215.29
ord 13573,2025-03-18,Inlet Ice Cream Company ,NC,Office Supplies,Ink Cartridge,8,32.56 USD
,05/08/25,NORFOLK NOTARY INC,sc ,Electronics,27in Monitor,4,$214.92
ORD-12208,"October 13, 2025",Xpress Couriers Inc,virginia,Food & Beverage,Coffee 5lb Bag,1,48.36 USD
ORD-12592,45765,Tidewater Roofing Co.,SC,Electronics,USB-C Dock,1,85.93
ORD-12396,,GULL POINT MARINA,VA ,Office Supplies,Stapler Set,5,$19.00
ORD-10607,"May 02, 2026",Beacon Bookkeeping,nc,Office Supplies,Copy Paper Case,1,43.00 USD
ord 12053,6/17/2025,Quality Crab Co Company,sc ,ELECTRONICS,USB-C Dock,1,94.53 USD
ORD-13802,5/20/2026,Virginia Beach Vets ,SC,Electronics,Label Printer,8,$132.75
ord 13017,9/29/2025,Emerald Cleaners LLC,sc ,FURNITURE,File Cabinet,1.0,98.42 USD
ord 10816,2026-02-01,MARLIN PRINT SHOP INC ,dc,Safety Equipment,Fire Extinguisher,5,$ 66.97
ORD-14639,45877,GULL  POINT MARINA,  ,Furniture,File Cabinet,10,97.92 USD
ORD-12743,"May 04, 2025",YORKTOWN CATERING,virginia,cleaning,Hand Soap Case,1,31.23 USD
ORD-14018,05/06/26,NANSEMOND NURSERY,VA ,Furniture,Standing Desk,8,$ 376.84
ORD-11190,"November 17, 2025",Yorktown Catering Company,sc ,Office Supplies,Whiteboard,1,65.99
ORD-14786,2025-06-20,Tidewater Roofing,VA ,Ofice Supplies,Stapler Set,1,17.65 USD
ORD-12759,"April 10, 2025",Gull Point Marina Company , NC,Furniture,Bookshelf,1,$107.56
ORD-13353,2025-03-09,JETTY JOE'S TACKLE INC , NC,Electronics,Wireless Mouse,1,$24.90
ORD-11291,21-Jul-25,Osprey Optics,Maryland,Safety Equipment,Fire Extinguisher,1,66.95 USD
ORD-13911,04/09/26,NANSEMOND NURSERY,nc,Safety Equipment,First Aid Kit,1,$ 46.09
ORD-13059,23-Dec-25,XPRESS COURIERS,VA,Food & Beverage,Tea Sampler,1,$20.88
ORD-14334,2026-02-20,Xpress Couriers Co. ,VA,Food & Beverage,Coffee 5lb Bag,2,46.94 USD
ORD-12891,2025-05-15,wavecrest hotel inc,MD,F&B,Snack Variety Box,10,$ 36.41
ORD-10140,2025-12-05,JETTY JOE'S TACKLE CO. ,nc,Office Supplies,Whiteboard,8,$ 68.68
ord 10897,01/08/26,Eastline  Logistics Co.,dc,electronics,27in Monitor,2,$212.63
ORD-13005,2026-04-08,Jetty Joe's Tackle Co.,D.C.,Office supplies,Ink Cartridge,1,33.11 USD
ORD-10483,3/24/2025,"Yorktown Catering, Inc. ",North Carolina,furniture,File Cabinet,2,96.92
ord 12615,04/17/25,Lighthouse Daycare Inc,VA,Safety Equipment,Fire Extinguisher,5,69.00 USD
ORD-14652,45913,Norfolk  Notary Company,South Carolina,Electronics,Wireless Mouse,1,24.15
ORD-11314,"July 06, 2025",Eastline Logistics ,Washington DC,Food & Beverage,Coffee 5lb Bag,10,46.39 USD
ORD-10088,04/25/25,Norfolk Notary,nc,Electronics,27in Monitor,1,$ 224.03
ORD-12546,"June 28, 2025",Dominion Cafe LLC,NC,Safety Equipment,Wet Floor Signs,2,$20.24
ORD-12842,4/29/2025,Driftwood Decor Inc,Maryland,FOOD & BEVERAGE,Tea Sampler,2,$21.44
ORD-11082,24-Jun-25,KETTLE & CRUMB BAKERY CO.,nc,Office supplies,Whiteboard,4,$ 61.28
ORD-12494,5/1/2026,xpress couriers,md,Safety equip.,Wet Floor Signs,1,$21.54
ord 13844,4/14/2025,ironclad fitness company,sc ,Safety Equipment,Fire Extinguisher,2,64.27 USD
ORD-12799,22-May-26,Atlantic Supply,va,Office Supplies,Copy Paper Case,1,$41.27
ORD-14256,02-Jul-25,Tidewater Roofing,virginia,Food & Beverage,Tea Sampler,2,22.57 USD
ORD-11113,46128,norfolk notary inc,DC,SAFETY EQUIPMENT,Fire Extinguisher,10,$70.04
ORD-10252,2025-11-08,Bayview Dental,Maryland,Office Supplies,Whiteboard,8,$61.91
ORD-13324,2/22/2026,pembroke law group company,South Carolina,Furniture,Task Chair,1,152.87 USD
ORD-11423,2026-05-11,bayview  dental company ,North Carolina,Food & Beverage,Water Cooler Jug,4,12.96 USD
ORD-14571,05/15/26,"Uptown  Barbers, Inc.", NC,Food & Beverage,Tea Sampler,1,$20.84
ORD-14288,45808,"Kettle & Crumb Bakery, Inc.",SC,Safety Eqipment,Safety Vest 10-Pack,1,54.21 USD
ORD-10468,"July 26, 2025",Quality Crab Co LLC,DC,Office Supplies,Stapler Set,5,$ 17.90
ORD-13506,01-Jan-25,Bayview Dental LLC,South Carolina,Food & Beverage,Snack Variety Box,1,$37.57
ORD-13651,9/6/2025,Chesapeake Motors Inc ,md, Furniture,Bookshelf,1,113.60
ORD-10244,45956,Osprey  Optics Inc ,Virginia,Food & Beverage,Water Cooler Jug,5,12.91 USD
ORD-14213,4/1/2026,Osprey  Optics LLC,nc,Office Supplies,Ink Cartridge,2,31.43 USD
ORD-10848,46133,Ironclad Fitness Co. ,MD,Electroncs,USB-C Dock,1,$93.30
ORD-12849,"June 08, 2025",xpress couriers ,South Carolina,Electronics,Label Printer,2,131.48
ORD-10556,"June 21, 2025",xpress couriers llc ,MD,Electronics,USB-C Dock,5,94.03 USD
ORD-11012,"February 14, 2025",Salem  Lanes Bowling LLC,DC,Office Supplies,Stapler Set,8,19.43
ORD-14356,2025-10-08,NANSEMOND NURSERY,NC,Office Supplies,Stapler Set,3,19.89 USD
ord 12919,2026-01-28,Salem Lanes Bowling Company,md,Cleaning,Mop Kit,8,36.24 USD
ORD-11517,45722,Uptown Barbers,dc,Safety Equipment,Fire Extinguisher,1,$ 71.09
ORD-10109,2025-02-16,Salem Lanes Bowling LLC,va,Cleaning,Disinfectant 4-Pack,1,27.18 USD
ORD-12082,45710,ZENITH HVAC LLC,dc,Electronics,USB-C Dock,1,91.70 USD
ORD-11017,12/31/25,Yorktown Catering Co. ,md,Office Supplies,Copy Paper Case,2,41.96
ORD-11530,46015,salem lanes bowling co. ,sc ,Office supplies,Whiteboard,1,67.13
ORD-11080,10/13/25,"salem lanes bowling, inc.",md,OFFICE SUPPLIES,Stapler Set,1,19.11 USD
ORD-14243,2/26/2026,cardinal pest control llc,MD,Furniture,File Cabinet,1,$ 97.09
ORD-14999,14-May-26,YORKTOWN CATERING INC,Maryland,Office Supplies,Stapler Set,10,18.78
ORD-12159,"February 21, 2025",Harbor Light Church,dc,Food & Beverage,Snack Variety Box,10,$35.84
ORD-12865,05-Nov-25,"Driftwood Decor, Inc.",dc,Furnture,Standing Desk,1,386.97
ORD-10334,07/15/25,JETTY JOE'S TACKLE ,dc,SAFETY EQUIPMENT,First Aid Kit,1,$ 44.79
ORD-10378,46065,Beacon  Bookkeeping,South Carolina,Office supplies,Copy Paper Case,1,44.87
ORD-13655,46026,hilltop hardware,VA ,Safety Eqipment,Safety Vest 10-Pack,1,53.64 USD
ORD-12150,"June 25, 2025","Uptown Barbers, Inc.",DC,Food & Beverage,Coffee 5lb Bag,1,46.18 USD
ORD-10404,10/04/25,Inlet Ice Cream,Washington DC,Food & Beverage,Snack Variety Box,3,$37.50
ORD-12597,18-Jan-25,osprey optics company,md,furniture,Standing Desk,2,386.65 USD
ORD-13470,05-Apr-26,Zenith HVAC Co. ,  ,Electroncs,27in Monitor,10,$235.12
ORD-13646,45920,landstown pediatrics llc,md,Food & Beverage,Snack Variety Box,3,$ 37.99
ORD-14752,11/17/2025,NORFOLK NOTARY ,Virginia,Furniture,File Cabinet,1,96.74
ORD-13229,07/08/25,Virginia Beach Vets ,VA,Cleaning,Disinfectant 4-Pack,1,26.27 USD
ORD-12970,03/13/25,INLET ICE CREAM ,South Carolina,Furniture,Task Chair,8,$ 161.28
ORD-11915,45813,BAYVIEW  DENTAL LLC,virginia,Office supplies,Whiteboard,10,65.41
ord 12023,45696,virginia beach vets company ,-,furniture,File Cabinet,1,$101.48
ORD-13944,25-Nov-25,NANSEMOND NURSERY LLC,Maryland,ELECTRONICS,Label Printer,10,$139.55
ORD-11667,46148,First Colony Realty Co. ,SC,Office Supplies,Ink Cartridge,1,33.04 USD
ORD-13107,1/2/2025,Kettle & Crumb Bakery,va,Electroncs,USB-C Dock,10,$86.37
ORD-14582,"January 30, 2025",mount trashmore mini golf llc,D.C.,Furniture,File Cabinet,2,95.03
ORD-14083,04-Jul-25,Norfolk Notary,South Carolina,Food & Beverage,Water Cooler Jug,8,12.26
ord 11540,2025-07-19,Gull Point Marina Co. ,South Carolina,furniture,Bookshelf,1,109.82
ORD-13624,"July 27, 2025",GULL POINT MARINA,DC,furniture,File Cabinet,1,97.83
ORD-10843,17-Jan-26,nansemond nursery,VA ,Food & Beverage,Tea Sampler,8,$22.95
ORD-13899,46152,"kempsville karate, inc. ",md, Furniture,File Cabinet,10,$ 96.70
ORD-14434,2/14/2026,"Oceanfront  Surf Shop, Inc.",SC,Electronics,USB-C Dock,8,$ 93.94
ord 12914,3/25/2026,Kempsville Karate LLC,MD,Food & Beverage,Tea Sampler,5,20.57 USD
ORD-12459,10/20/2025,atlantic supply ,SC,Cleaning,Disinfectant 4-Pack,2,$28.34
ORD-11503,12/9/2025,Atlantic Supply Co.,Virginia,Safety Equipment,Safety Vest 10-Pack,4,53.92
ORD-12566,"April 07, 2025",SALEM LANES BOWLING ,sc ,Office Supplies,Copy Paper Case,4,44.06
ORD-14077,"December 30, 2025",DRIFTWOOD DECOR,Virginia,Safety Eqipment,First Aid Kit,1,$44.70
ORD-14041,10/14/2025,salem lanes bowling,MD,Food & Beverage,Coffee 5lb Bag,2,$48.38
ORD-14994,2025-06-06,first  colony realty company,SC,FOOD & BEVERAGE,Coffee 5lb Bag,1,$ 49.98
ORD-13399,14-Feb-26,HILLTOP HARDWARE ,MD,Cleaning,Trash Liners Box,8,$ 22.18
ORD-13209,25-Nov-25,Norfolk  Notary Company,MD,Food & Beverage,Snack Variety Box,4,$ 34.85
ORD-13362,46076,marlin print shop,Washington DC,Furniture,Bookshelf,10,115.01
ORD-11073,2025-01-10,First Colony Realty,Washington DC,Safety Equipment,Wet Floor Signs,1,19.66 USD
ord 13402,45813,Gull Point Marina,Washington DC,Electronics,USB-C Dock,1,$ 84.63
ORD-11093,"September 15, 2025",Harbor Light Church,Washington DC,Furniture,Standing Desk,1,$410.25
ORD-11309,1/2/2026,Zenith HVAC Co. ,md,Furniture,File Cabinet,1,$ 98.77
ORD-12203,11-Apr-26,Inlet Ice Cream ,SC,Safety Eqipment,Safety Vest 10-Pack,2,50.99 USD
ORD-12192,12/04/25,Zenith  HVAC,MD,Food & Beverage,Water Cooler Jug,1,$12.43
ord 10236,11-Aug-25,Cardinal Pest Control LLC,va,Furniture,Task Chair,2,$161.73
ORD-13893,"March 07, 2025",Beacon Bookkeeping Inc,NC,Office Supplies,Copy Paper Case,1,45.27
ORD-12803,"August 10, 2025",Wavecrest Hotel Co.,md,Electronics,USB-C Dock,3,91.56
ORD-10339,"January 04, 2026",Zenith HVAC ,MD,office supplies,Ink Cartridge,10,30.83
ORD-10907,2025-08-02,"Zenith HVAC, Inc.",NC,Food & Beverage,Coffee 5lb Bag,2,$ 51.99
ORD-13554,12/16/2025,pembroke law group ,virginia,Furniture,Task Chair,5,$ 170.39
ORD-12972,27-Nov-25,James River Tours, NC,Office Supplies,Copy Paper Case,2,$ 44.32
ORD-13821,18-Apr-26,foxtail florist co.,va,Office Supplies,Ink Cartridge,2,31.71
ORD-14427,"March 17, 2026",Nansemond Nursery Inc,South Carolina,Office Supplies,Whiteboard,3,$67.02
ORD-13914,09-Dec-25,DRIFTWOOD  DECOR,md,Safety Equipment,Wet Floor Signs,1,20.83
ORD-10839,5/29/2025,Atlantic Supply Inc,DC,CLEANING,Mop Kit,1,$35.67
ORD-13126,10/07/25,dominion cafe,VA ,Electronics,Wireless Mouse,3.0,$26.89
,2/26/2026,XPRESS COURIERS,DC,office supplies,Whiteboard,8,66.10 USD
ORD-13509,"June 20, 2025",JETTY JOE'S TACKLE LLC,sc ,Electronics,Wireless Mouse,2,26.93 USD
ORD-13105,24-Feb-25,INLET ICE CREAM,Virginia,Electronics,27in Monitor,1,$ 217.70
ORD-10814,3/23/2025,Dominion Cafe LLC,md,Cleaning,Hand Soap Case,1,30.01 USD
ORD-10765,15-Jun-25,Chesapeake Motors , NC,Cleaning,Mop Kit,4,$35.57
ORD-11104,2026-03-05,XPRESS COURIERS INC, NC,Electronics,27in Monitor,1,209.13
ord 11965,12/12/2025,Oceanfront Surf Shop ,VA,Furnture,Standing Desk,2,374.44 USD
ORD-13852,46035,Wavecrest Hotel Co.,dc,Ofice Supplies,Stapler Set,8,18.99
ORD-14187,10/24/25,"Gull Point Marina, Inc.",md,OFFICE SUPPLIES,Ink Cartridge,2,$ 31.46
ORD-13477,05/11/25,kempsville karate inc, NC,Office Supplies,Whiteboard,2,$67.48
ORD-11336,"June 12, 2025",foxtail florist,virginia,Furnture,Standing Desk,5,$ 410.52
ORD-10895,2026-05-30,Beacon Bookkeeping,sc ,FOOD & BEVERAGE,Snack Variety Box,5,36.19 USD
ord 12926,2025-03-18,OSPREY OPTICS ,VA ,Furniture,Bookshelf,5,$ 118.39
ORD-10925,"December 19, 2025",Mount Trashmore Mini Golf,VA ,Food & Beverage,Snack Variety Box,1,$ 36.58
ORD-14678,2025-05-03,PEMBROKE  LAW GROUP COMPANY,va,Food & Beverage,Snack Variety Box,5,$35.79
ORD-11671,2025-12-18,Norfolk Notary,North Carolina,Office Supplies,Ink Cartridge,1,33.25 USD
ORD-10333,"March 12, 2026",Kempsville Karate ,dc,Food & Beverage,Tea Sampler,5,21.50 USD
ORD-10301,46143,Inlet Ice Cream Company,North Carolina,Electronics,USB-C Dock,10,91.86
ORD-12350,"March 10, 2025",Marlin Print Shop,md,furniture,Bookshelf,1,117.57
,12/12/25,Kempsville Karate Co.,md,FOOD & BEVERAGE,Water Cooler Jug,10,$ 13.34
ord 11920,01/01/25,HARBOR LIGHT CHURCH ,sc ,Furniture,Bookshelf,1,$118.80
ORD-14261,2/20/2026,Quality Crab Co,VA ,FOOD & BEVERAGE,Tea Sampler,2,21.86
