order_id,order_date,customer,region,category,product,quantity,unit_price,revenue
ORD-11043,2026-05-02,Zenith HVAC,VA,Cleaning,Mop Kit,1.0,35.99,35.99
ORD-10647,2025-01-21,Bayview Dental,DC,Office Supplies,Copy Paper Case,1.0,44.45,44.45
ORD-14123,2025-12-30,Pembroke Law Group,VA,Electronics,Wireless Mouse,10.0,26.99,269.9
ORD-13281,2026-05-10,Redwing Auto Parts,VA,Safety Equipment,Fire Extinguisher,2.0,69.75,139.5
ORD-12868,2025-02-12,Harbor Light Church,NC,Safety Equipment,Safety Vest 10-Pack,8.0,53.34,426.72
ORD-13619,2026-02-24,Foxtail Florist,MD,Office Supplies,Ink Cartridge,8.0,33.85,270.8
ORD-12481,2025-05-04,Redwing Auto Parts,NC,Cleaning,Hand Soap Case,5.0,28.93,144.65
ORD-14181,2026-02-24,Greenbrier Gym,DC,Safety Equipment,Fire Extinguisher,1.0,67.81,67.81
ORD-12671,2025-04-25,Ironclad Fitness,VA,Cleaning,Trash Liners Box,3.0,22.08,66.24
ORD-11038,2026-04-23,Hilltop Hardware,NC,Cleaning,Hand Soap Case,4.0,29.3,117.2
ORD-11917,2025-11-28,Kempsville Karate,DC,Electronics,Wireless Mouse,1.0,24.31,24.31
ORD-13361,2026-04-10,Pembroke Law Group,SC,Electronics,USB-C Dock,5.0,86.2,431.0
ORD-10519,2025-11-19,Wavecrest Hotel,NC,Food & Beverage,Coffee 5lb Bag,4.0,48.34,193.36
ORD-12410,2025-06-25,Emerald Cleaners,NC,Electronics,27in Monitor,3.0,221.05,663.1500000000001
ORD-13160,2025-09-14,Driftwood Decor,MD,Safety Equipment,Safety Vest 10-Pack,2.0,50.89,101.78
ORD-14800,2025-01-18,Emerald Cleaners,DC,Electronics,Label Printer,1.0,141.86,141.86
ORD-11074,2026-03-16,Eastline Logistics,NC,Electronics,Wireless Mouse,1.0,26.28,26.28
ORD-14501,2025-09-04,Chesapeake Motors,DC,Electronics,USB-C Dock,2.0,93.81,187.62
ORD-14271,2026-03-08,Driftwood Decor,DC,Office Supplies,Ink Cartridge,1.0,32.06,32.06
ORD-13338,2026-05-12,Mount Trashmore Mini Golf,DC,Food & Beverage,Snack Variety Box,4.0,37.64,150.56
ORD-14884,2025-01-04,Salem Lanes Bowling,SC,Electronics,Wireless Mouse,2.0,24.27,48.54
ORD-14266,2026-01-16,Atlantic Supply,NC,Electronics,Wireless Mouse,1.0,26.12,26.12
ORD-12872,2025-11-20,Foxtail Florist,MD,Electronics,Wireless Mouse,8.0,25.26,202.08
ORD-12031,2025-05-28,Pembroke Law Group,,Safety Equipment,Safety Vest 10-Pack,4.0,55.56,222.24
ORD-11412,2025-06-14,Osprey Optics,DC,Electronics,USB-C Dock,5.0,91.85,459.25
ORD-12124,2025-04-22,Gull Point Marina,VA,Electronics,USB-C Dock,8.0,95.93,767.44
ORD-13591,2025-09-05,Inlet Ice Cream,MD,Cleaning,Trash Liners Box,10.0,22.44,224.4
ORD-13060,2025-12-24,Hilltop Hardware,MD,Cleaning,Disinfectant 4-Pack,2.0,28.34,56.68
ORD-11919,2025-12-15,Lighthouse Daycare,NC,Electronics,27in Monitor,3.0,217.85,653.55
ORD-10461,2025-10-30,Yorktown Catering,SC,Furniture,Bookshelf,5.0,118.88,594.4
ORD-14679,2025-09-16,Pembroke Law Group,VA,Food & Beverage,Coffee 5lb Bag,3.0,51.96,155.88
ORD-10835,2025-02-20,Uptown Barbers,DC,Furniture,Standing Desk,1.0,392.64,392.64
ORD-13502,2025-12-13,Ironclad Fitness,MD,Office Supplies,Whiteboard,5.0,68.03,340.15
ORD-13889,2026-02-01,Virginia Beach Vets,NC,Safety Equipment,Fire Extinguisher,2.0,69.16,138.32
ORD-13535,2025-01-24,Pembroke Law Group,VA,Furniture,Bookshelf,1.0,119.87,119.87
ORD-12112,2025-11-06,Virginia Beach Vets,NC,Furniture,File Cabinet,4.0,101.98,407.92
ORD-11125,2025-12-26,Harbor Light Church,DC,Cleaning,Hand Soap Case,3.0,28.69,86.07000000000001
ORD-11154,2025-04-29,Uptown Barbers,MD,Electronics,27in Monitor,1.0,230.61,230.61
ORD-14880,2025-08-09,Redwing Auto Parts,DC,Safety Equipment,Wet Floor Signs,1.0,19.1,19.1
,2026-01-06,Osprey Optics,DC,Safety Equipment,Safety Vest 10-Pack,2.0,54.17,108.34
ORD-12199,2025-09-26,Chesapeake Motors,MD,Food & Beverage,Water Cooler Jug,8.0,12.46,99.68
ORD-13378,2025-06-24,Tidewater Roofing,DC,Electronics,27in Monitor,1.0,214.65,214.65
ORD-12294,2025-10-07,Marlin Print Shop,MD,Safety Equipment,Fire Extinguisher,2.0,67.64,135.28
ORD-14293,2025-04-10,Zenith HVAC,NC,Office Supplies,Ink Cartridge,1.0,30.38,30.38
ORD-11079,2025-04-21,James River Tours,NC,Cleaning,Mop Kit,2.0,37.91,75.82
ORD-12437,2025-12-09,Hilltop Hardware,VA,Electronics,27in Monitor,10.0,221.53,2215.3
ORD-10228,2026-04-02,Landstown Pediatrics,SC,Electronics,Wireless Mouse,1.0,26.05,26.05
ORD-13689,2026-01-10,Foxtail Florist,,Electronics,Wireless Mouse,1.0,25.32,25.32
ORD-14364,2025-01-05,Lighthouse Daycare,,Cleaning,Trash Liners Box,2.0,23.64,47.28
ORD-13467,2026-05-13,James River Tours,MD,Food & Beverage,Snack Variety Box,5.0,37.32,186.6
ORD-12175,2025-12-23,Osprey Optics,SC,Office Supplies,Copy Paper Case,5.0,44.46,222.3
ORD-12716,2025-08-29,Xpress Couriers,DC,Safety Equipment,Fire Extinguisher,1.0,68.05,68.05
ORD-12066,2026-01-09,Bayview Dental,DC,Electronics,USB-C Dock,8.0,93.81,750.48
ORD-13836,2026-03-01,Landstown Pediatrics,MD,Food & Beverage,Coffee 5lb Bag,10.0,51.88,518.8000000000001
ORD-14402,2026-03-12,Pembroke Law Group,SC,Food & Beverage,Tea Sampler,5.0,22.95,114.75
ORD-14849,2025-12-09,Redwing Auto Parts,NC,Electronics,27in Monitor,2.0,229.58,459.16
ORD-11469,2025-05-03,Foxtail Florist,VA,Electronics,USB-C Dock,5.0,86.68,433.40000000000003
ORD-13576,2026-01-07,Beacon Bookkeeping,SC,Food & Beverage,Snack Variety Box,3.0,34.69,104.07
ORD-14874,2025-08-31,Eastline Logistics,DC,Electronics,27in Monitor,4.0,229.88,919.52
ORD-12166,2026-03-05,Zenith HVAC,VA,Office Supplies,Copy Paper Case,3.0,45.1,135.3
ORD-11533,2025-03-29,Eastline Logistics,VA,Food & Beverage,Tea Sampler,2.0,21.84,43.68
ORD-13026,2025-07-22,Quality Crab,VA,Electronics,Label Printer,1.0,131.25,131.25
ORD-10762,2025-02-21,Jetty Joes Tackle,MD,Furniture,Standing Desk,1.0,418.53,418.53
ORD-13260,2025-03-04,Marlin Print Shop,SC,Furniture,Bookshelf,1.0,110.91,110.91
ORD-14614,2025-11-15,Marlin Print Shop,MD,Food & Beverage,Coffee 5lb Bag,3.0,49.14,147.42000000000002
ORD-10689,2026-04-24,Kempsville Karate,MD,Furniture,Bookshelf,4.0,108.62,434.48
ORD-11670,2025-04-20,Chesapeake Motors,VA,Electronics,Wireless Mouse,1.0,25.71,25.71
ORD-11544,2026-04-29,Inlet Ice Cream,VA,Food & Beverage,Tea Sampler,4.0,21.85,87.4
,2025-08-26,Hilltop Hardware,MD,Electronics,Wireless Mouse,3.0,25.93,77.78999999999999
ORD-14190,2026-05-27,Uptown Barbers,MD,Electronics,Wireless Mouse,1.0,26.96,26.96
ORD-10836,2025-04-24,Bayview Dental,VA,Office Supplies,Ink Cartridge,1.0,32.16,32.16
,2025-03-02,Jetty Joes Tackle,NC,Safety Equipment,Fire Extinguisher,1.0,68.65,68.65
ORD-11344,2025-11-08,Dominion Cafe,DC,Food & Beverage,Snack Variety Box,10.0,36.89,368.9
ORD-12266,2026-02-25,Driftwood Decor,VA,Food & Beverage,Tea Sampler,2.0,22.29,44.58
ORD-11160,2025-08-23,Hilltop Hardware,MD,Safety Equipment,First Aid Kit,10.0,48.41,484.09999999999997
ORD-11333,2025-05-23,Virginia Beach Vets,NC,Furniture,Task Chair,8.0,159.29,1274.32
ORD-14513,2026-03-05,Bayview Dental,VA,Food & Beverage,Water Cooler Jug,1.0,13.28,13.28
ORD-12871,2026-02-14,Norfolk Notary,VA,Food & Beverage,Water Cooler Jug,4.0,12.21,48.84
ORD-12319,2025-07-26,Tidewater Roofing,MD,Cleaning,Trash Liners Box,8.0,23.59,188.72
ORD-13251,2026-01-22,Inlet Ice Cream,NC,Electronics,Label Printer,8.0,134.09,1072.72
ORD-14819,2025-09-26,First Colony Realty,DC,Electronics,Wireless Mouse,10.0,25.08,250.79999999999998
ORD-12406,2025-12-12,Foxtail Florist,NC,Office Supplies,Ink Cartridge,1.0,30.26,30.26
ORD-11275,2026-01-11,James River Tours,MD,Food & Beverage,Tea Sampler,8.0,22.85,182.8
ORD-10269,2025-12-15,Quality Crab,DC,Food & Beverage,Coffee 5lb Bag,1.0,47.99,47.99
,2025-09-30,Wavecrest Hotel,VA,Safety Equipment,Wet Floor Signs,2.0,19.92,39.84
,2025-10-27,Osprey Optics,VA,Safety Equipment,First Aid Kit,2.0,43.64,87.28
ORD-10945,2026-04-16,Harbor Light Church,MD,Food & Beverage,Tea Sampler,8.0,20.63,165.04
ORD-13241,2025-07-31,Mount Trashmore Mini Golf,NC,Cleaning,Hand Soap Case,1.0,28.48,28.48
ORD-14381,2026-05-21,Kettle Crumb Bakery,,Office Supplies,Stapler Set,5.0,18.27,91.35
,2025-12-04,Virginia Beach Vets,VA,Electronics,27in Monitor,5.0,217.0,1085.0
ORD-14854,2026-01-23,Uptown Barbers,VA,Furniture,Bookshelf,1.0,112.0,112.0
ORD-14284,2026-02-13,Cardinal Pest Control,DC,Electronics,Label Printer,8.0,139.49,1115.92
ORD-13048,2025-05-17,Beacon Bookkeeping,SC,Cleaning,Hand Soap Case,1.0,27.95,27.95
ORD-13544,2025-12-11,Virginia Beach Vets,MD,Furniture,Bookshelf,3.0,110.79,332.37
ORD-12739,2025-08-04,Landstown Pediatrics,SC,Electronics,USB-C Dock,1.0,87.88,87.88
ORD-13123,2026-02-16,Pembroke Law Group,MD,Electronics,Wireless Mouse,1.0,24.36,24.36
ORD-12717,2026-04-21,Jetty Joes Tackle,SC,Electronics,Wireless Mouse,5.0,25.04,125.19999999999999
ORD-10406,2025-09-16,Wavecrest Hotel,VA,Food & Beverage,Water Cooler Jug,1.0,13.43,13.43
ORD-10721,2025-05-09,Quality Crab,DC,Safety Equipment,First Aid Kit,5.0,44.42,222.10000000000002
ORD-11800,2025-08-02,Greenbrier Gym,DC,Safety Equipment,Safety Vest 10-Pack,1.0,49.57,49.57
ORD-10098,2025-03-30,Driftwood Decor,NC,Electronics,USB-C Dock,1.0,86.16,86.16
ORD-12389,2025-09-16,James River Tours,DC,Safety Equipment,First Aid Kit,1.0,48.04,48.04
ORD-12879,2025-04-23,Norfolk Notary,MD,Office Supplies,Ink Cartridge,2.0,33.34,66.68
ORD-10221,2025-09-28,Norfolk Notary,SC,Furniture,Standing Desk,5.0,394.35,1971.75
ORD-14945,2025-05-11,Zenith HVAC,VA,Furniture,Bookshelf,1.0,108.49,108.49
ORD-12686,2026-03-21,Harbor Light Church,DC,Furniture,Standing Desk,10.0,377.62,3776.2
ORD-13319,2026-02-12,Xpress Couriers,MD,Furniture,Bookshelf,4.0,120.9,483.6
ORD-12917,2025-07-10,Zenith HVAC,DC,Furniture,Standing Desk,8.0,414.43,3315.44
ORD-10606,2025-06-01,Kettle Crumb Bakery,SC,Furniture,Bookshelf,1.0,111.67,111.67
ORD-12413,2025-12-06,Salem Lanes Bowling,SC,Food & Beverage,Coffee 5lb Bag,2.0,50.81,101.62
ORD-14690,2025-02-23,Chesapeake Motors,DC,Safety Equipment,Wet Floor Signs,4.0,21.29,85.16
ORD-10957,2025-10-16,Atlantic Supply,VA,Furniture,Standing Desk,1.0,412.21,412.21
ORD-12152,2025-12-08,Gull Point Marina,MD,Office Supplies,Copy Paper Case,1.0,40.22,40.22
ORD-10866,2025-10-21,Zenith HVAC,MD,Electronics,27in Monitor,4.0,220.57,882.28
ORD-11193,2025-04-01,Wavecrest Hotel,VA,Food & Beverage,Water Cooler Jug,1.0,12.47,12.47
ORD-13586,2026-04-03,Gull Point Marina,SC,Electronics,Label Printer,2.0,139.59,279.18
ORD-10944,2025-12-30,Quality Crab,DC,Safety Equipment,Wet Floor Signs,8.0,19.3,154.4
ORD-14983,2025-08-25,Kettle Crumb Bakery,MD,Furniture,Standing Desk,1.0,382.85,382.85
ORD-10726,2025-08-17,Marlin Print Shop,SC,Furniture,Standing Desk,8.0,400.11,3200.88
,2026-02-03,Uptown Barbers,SC,Office Supplies,Stapler Set,2.0,19.7,39.4
ORD-12470,2025-06-02,Eastline Logistics,VA,Office Supplies,Stapler Set,8.0,19.21,153.68
ORD-14011,2025-07-13,Tidewater Roofing,NC,Safety Equipment,Wet Floor Signs,4.0,19.6,78.4
ORD-13693,2026-03-27,Marlin Print Shop,DC,Furniture,Standing Desk,3.0,382.08,1146.24
ORD-13700,2025-01-15,Kettle Crumb Bakery,VA,Electronics,Wireless Mouse,2.0,26.63,53.26
ORD-13447,2026-03-19,Redwing Auto Parts,VA,Safety Equipment,Wet Floor Signs,1.0,19.75,19.75
ORD-11703,2025-07-06,Eastline Logistics,SC,Safety Equipment,Safety Vest 10-Pack,10.0,51.19,511.9
ORD-13418,2025-07-22,Cardinal Pest Control,MD,Cleaning,Trash Liners Box,10.0,24.47,244.7
ORD-13222,2025-05-15,Ironclad Fitness,NC,Electronics,Wireless Mouse,2.0,23.89,47.78
ORD-12568,2025-07-10,Eastline Logistics,DC,Safety Equipment,Wet Floor Signs,4.0,19.83,79.32
ORD-10201,2025-09-21,James River Tours,VA,Cleaning,Hand Soap Case,1.0,30.74,30.74
ORD-13917,2026-04-27,Ironclad Fitness,VA,Furniture,Task Chair,5.0,170.15,850.75
ORD-13275,2025-10-13,Driftwood Decor,SC,Electronics,Label Printer,10.0,142.09,1420.9
ORD-12674,2025-05-01,Salem Lanes Bowling,MD,Office Supplies,Copy Paper Case,3.0,40.3,120.89999999999999
ORD-12753,2025-08-19,Jetty Joes Tackle,SC,Safety Equipment,First Aid Kit,8.0,45.67,365.36
ORD-10815,2025-03-27,Landstown Pediatrics,MD,Cleaning,Hand Soap Case,1.0,28.33,28.33
ORD-13290,2025-03-14,Tidewater Roofing,SC,Cleaning,Mop Kit,10.0,38.66,386.59999999999997
ORD-14777,2026-04-14,First Colony Realty,VA,Safety Equipment,Safety Vest 10-Pack,8.0,51.84,414.72
ORD-14499,2025-06-16,Pembroke Law Group,SC,Electronics,Label Printer,2.0,131.98,263.96
ORD-13642,2025-03-14,Hilltop Hardware,VA,Electronics,USB-C Dock,1.0,88.44,88.44
ORD-11243,2026-03-21,Inlet Ice Cream,MD,Cleaning,Trash Liners Box,10.0,22.2,222.0
ORD-14996,2025-12-14,Marlin Print Shop,DC,Electronics,27in Monitor,3.0,212.87,638.61
ORD-12351,2026-05-04,Atlantic Supply,NC,Office Supplies,Whiteboard,1.0,62.31,62.31
ORD-14089,2026-03-28,Norfolk Notary,MD,Safety Equipment,Wet Floor Signs,2.0,21.52,43.04
ORD-11468,2025-12-27,Kettle Crumb Bakery,MD,Safety Equipment,Fire Extinguisher,1.0,64.65,64.65
ORD-11018,2025-06-24,Quality Crab,SC,Furniture,Task Chair,1.0,172.73,172.73
ORD-12811,2025-02-17,Eastline Logistics,SC,Electronics,27in Monitor,4.0,218.58,874.32
ORD-12125,2025-10-21,Kettle Crumb Bakery,SC,Office Supplies,Copy Paper Case,8.0,41.11,328.88
ORD-13999,2025-06-18,Xpress Couriers,VA,Electronics,Wireless Mouse,3.0,25.8,77.4
ORD-13111,2025-09-03,Virginia Beach Vets,SC,Safety Equipment,Fire Extinguisher,3.0,70.53,211.59
ORD-11428,2025-05-17,Ironclad Fitness,VA,Electronics,27in Monitor,5.0,231.86,1159.3000000000002
ORD-10314,2025-03-29,Foxtail Florist,NC,Office Supplies,Copy Paper Case,1.0,40.81,40.81
ORD-10419,2025-01-20,First Colony Realty,,Food & Beverage,Snack Variety Box,1.0,34.44,34.44
ORD-10021,2025-06-22,Uptown Barbers,DC,Furniture,Bookshelf,2.0,117.79,235.58
ORD-12228,2025-03-10,Mount Trashmore Mini Golf,VA,Office Supplies,Ink Cartridge,1.0,32.56,32.56
ORD-10341,2025-12-18,Landstown Pediatrics,SC,Cleaning,Disinfectant 4-Pack,2.0,26.71,53.42
ORD-11025,2025-01-03,Harbor Light Church,DC,Furniture,File Cabinet,4.0,103.86,415.44
,2025-12-01,Inlet Ice Cream,SC,Food & Beverage,Tea Sampler,1.0,21.96,21.96
ORD-10679,2025-10-10,Landstown Pediatrics,MD,Office Supplies,Stapler Set,4.0,18.38,73.52
ORD-13751,2026-01-31,Yorktown Catering,NC,Furniture,Standing Desk,10.0,401.66,4016.6000000000004
ORD-10462,2025-06-21,Driftwood Decor,VA,Cleaning,Disinfectant 4-Pack,1.0,29.05,29.05
ORD-14439,2025-05-25,Marlin Print Shop,NC,Electronics,Wireless Mouse,4.0,24.8,99.2
ORD-13125,2025-11-09,Virginia Beach Vets,VA,Cleaning,Mop Kit,5.0,37.29,186.45
ORD-12580,2025-01-10,Norfolk Notary,NC,Safety Equipment,Wet Floor Signs,10.0,20.37,203.70000000000002
ORD-11707,2025-07-23,Quality Crab,SC,Office Supplies,Ink Cartridge,1.0,31.73,31.73
ORD-10145,2025-11-13,Lighthouse Daycare,NC,Cleaning,Disinfectant 4-Pack,2.0,26.95,53.9
ORD-11322,2026-05-17,Redwing Auto Parts,DC,Food & Beverage,Water Cooler Jug,2.0,13.58,27.16
ORD-11493,2025-03-05,Kempsville Karate,NC,Furniture,Bookshelf,4.0,118.4,473.6
ORD-11208,2025-12-14,Wavecrest Hotel,NC,Safety Equipment,Wet Floor Signs,2.0,20.26,40.52
ORD-14318,2025-05-14,Quality Crab,DC,Food & Beverage,Tea Sampler,1.0,20.67,20.67
ORD-11186,2025-03-30,Uptown Barbers,NC,Safety Equipment,First Aid Kit,10.0,45.09,450.90000000000003
ORD-11380,2025-09-05,Atlantic Supply,SC,Food & Beverage,Coffee 5lb Bag,5.0,50.94,254.7
ORD-12864,2025-05-05,Ironclad Fitness,DC,Safety Equipment,Safety Vest 10-Pack,2.0,55.89,111.78
ORD-11352,2025-10-30,Driftwood Decor,NC,Food & Beverage,Snack Variety Box,2.0,34.85,69.7
ORD-12165,2025-12-11,Xpress Couriers,VA,Office Supplies,Whiteboard,2.0,65.71,131.42
,2025-11-22,Pembroke Law Group,SC,Electronics,27in Monitor,8.0,212.56,1700.48
ORD-14050,2025-10-25,Atlantic Supply,MD,Food & Beverage,Coffee 5lb Bag,2.0,49.01,98.02
ORD-13388,2025-05-25,Kempsville Karate,NC,Electronics,27in Monitor,1.0,226.79,226.79
ORD-13371,2025-04-03,Nansemond Nursery,NC,Electronics,USB-C Dock,2.0,86.17,172.34
ORD-10036,2026-04-22,Ironclad Fitness,MD,Office Supplies,Whiteboard,8.0,66.88,535.04
ORD-13309,2026-02-22,Kettle Crumb Bakery,VA,Food & Beverage,Coffee 5lb Bag,2.0,46.11,92.22
ORD-10329,2026-01-21,Salem Lanes Bowling,SC,Furniture,Standing Desk,8.0,371.54,2972.32
ORD-11720,2025-12-20,Chesapeake Motors,MD,Cleaning,Mop Kit,2.0,38.25,76.5
ORD-11584,2026-05-22,Redwing Auto Parts,MD,Cleaning,Hand Soap Case,3.0,30.83,92.49
ORD-14202,2025-10-17,Kettle Crumb Bakery,SC,Cleaning,Hand Soap Case,2.0,29.72,59.44
ORD-10429,2025-04-03,James River Tours,DC,Cleaning,Hand Soap Case,1.0,28.74,28.74
ORD-11379,2025-11-18,Inlet Ice Cream,NC,Safety Equipment,Fire Extinguisher,1.0,64.09,64.09
ORD-14988,2026-02-14,Uptown Barbers,DC,Cleaning,Hand Soap Case,1.0,28.12,28.12
ORD-10157,2025-03-29,Gull Point Marina,DC,Cleaning,Trash Liners Box,1.0,23.28,23.28
ORD-12691,2025-12-02,First Colony Realty,VA,Office Supplies,Whiteboard,3.0,63.24,189.72
ORD-11564,2026-03-27,Marlin Print Shop,VA,Electronics,USB-C Dock,8.0,95.58,764.64
ORD-11771,2025-04-16,Beacon Bookkeeping,MD,Food & Beverage,Coffee 5lb Bag,3.0,49.92,149.76
ORD-11523,2025-09-18,Greenbrier Gym,MD,Office Supplies,Copy Paper Case,2.0,42.48,84.96
ORD-13498,2025-12-03,Salem Lanes Bowling,NC,Furniture,Bookshelf,5.0,116.83,584.15
ORD-11149,2026-05-09,Eastline Logistics,DC,Electronics,Label Printer,1.0,128.78,128.78
ORD-14770,2025-06-20,Marlin Print Shop,,Electronics,27in Monitor,10.0,210.72,2107.2
ORD-14691,2025-11-29,Salem Lanes Bowling,VA,Safety Equipment,First Aid Kit,5.0,43.8,219.0
ORD-14670,2026-03-16,Bayview Dental,VA,Food & Beverage,Snack Variety Box,1.0,37.23,37.23
ORD-10103,2025-12-14,Jetty Joes Tackle,NC,Office Supplies,Whiteboard,10.0,68.33,683.3
ORD-10005,2026-03-25,Hilltop Hardware,MD,Furniture,File Cabinet,1.0,105.58,105.58
ORD-14468,2026-03-01,Inlet Ice Cream,VA,Cleaning,Trash Liners Box,5.0,22.66,113.3
ORD-11466,2025-09-10,Driftwood Decor,VA,Food & Beverage,Snack Variety Box,3.0,35.83,107.49
ORD-10371,2025-12-27,Jetty Joes Tackle,NC,Cleaning,Trash Liners Box,5.0,24.38,121.89999999999999
ORD-11036,2025-01-07,Inlet Ice Cream,NC,Food & Beverage,Tea Sampler,2.0,20.74,41.48
ORD-13011,2025-07-01,Inlet Ice Cream,DC,Food & Beverage,Water Cooler Jug,10.0,13.6,136.0
ORD-12298,2025-12-26,Dominion Cafe,VA,Safety Equipment,Wet Floor Signs,10.0,19.83,198.29999999999998
ORD-14975,2025-06-23,Jetty Joes Tackle,SC,Cleaning,Trash Liners Box,1.0,23.72,23.72
ORD-14712,2025-08-04,Salem Lanes Bowling,SC,Office Supplies,Copy Paper Case,1.0,42.25,42.25
ORD-13570,2025-09-03,Ironclad Fitness,VA,Electronics,Wireless Mouse,8.0,25.93,207.44
,2026-05-11,Pembroke Law Group,MD,Food & Beverage,Tea Sampler,10.0,20.52,205.2
ORD-12578,2026-05-12,Marlin Print Shop,VA,Office Supplies,Copy Paper Case,10.0,41.51,415.09999999999997
ORD-11077,2025-07-21,First Colony Realty,VA,Office Supplies,Copy Paper Case,4.0,40.78,163.12
ORD-11585,2025-07-16,Yorktown Catering,SC,Food & Beverage,Coffee 5lb Bag,2.0,50.83,101.66
ORD-12774,2025-01-05,Eastline Logistics,VA,Office Supplies,Stapler Set,1.0,17.82,17.82
ORD-10449,2025-05-16,Wavecrest Hotel,SC,Food & Beverage,Tea Sampler,1.0,22.05,22.05
ORD-11376,2026-04-25,Kettle Crumb Bakery,VA,Safety Equipment,Wet Floor Signs,1.0,20.34,20.34
ORD-10426,2025-10-28,Pembroke Law Group,DC,Office Supplies,Stapler Set,2.0,17.62,35.24
ORD-12029,2026-03-17,Greenbrier Gym,VA,Food & Beverage,Coffee 5lb Bag,3.0,51.08,153.24
ORD-13028,2025-07-11,Kettle Crumb Bakery,VA,Furniture,File Cabinet,1.0,99.14,99.14
ORD-12930,2025-06-12,Virginia Beach Vets,MD,Cleaning,Hand Soap Case,2.0,30.93,61.86
ORD-11361,2025-12-21,Greenbrier Gym,SC,Electronics,Label Printer,1.0,135.45,135.45
ORD-11029,2026-03-22,Cardinal Pest Control,DC,Office Supplies,Stapler Set,2.0,19.03,38.06
ORD-14416,2025-03-25,Uptown Barbers,SC,Office Supplies,Whiteboard,5.0,61.6,308.0
ORD-10050,2025-02-04,Kempsville Karate,SC,Office Supplies,Ink Cartridge,2.0,32.34,64.68
ORD-10888,2025-12-03,Driftwood Decor,NC,Food & Beverage,Tea Sampler,1.0,20.92,20.92
ORD-13622,2026-05-23,Zenith HVAC,SC,Food & Beverage,Snack Variety Box,2.0,38.03,76.06
ORD-13532,2025-11-05,Xpress Couriers,SC,Office Supplies,Copy Paper Case,8.0,41.03,328.24
ORD-14749,2025-05-13,Jetty Joes Tackle,MD,Furniture,Standing Desk,8.0,399.08,3192.64
ORD-14285,2026-05-31,Oceanfront Surf Shop,DC,Safety Equipment,Safety Vest 10-Pack,2.0,55.12,110.24
ORD-12381,2025-05-27,Foxtail Florist,DC,Furniture,Standing Desk,1.0,369.73,369.73
ORD-11369,2026-02-11,Beacon Bookkeeping,VA,Food & Beverage,Coffee 5lb Bag,1.0,49.58,49.58
ORD-14543,2025-10-29,Zenith HVAC,MD,Safety Equipment,First Aid Kit,4.0,48.09,192.36
ORD-14816,2025-12-22,First Colony Realty,MD,Office Supplies,Whiteboard,3.0,62.56,187.68
ORD-10208,2025-11-22,Hilltop Hardware,DC,Safety Equipment,First Aid Kit,8.0,46.88,375.04
ORD-14765,2025-01-17,Tidewater Roofing,VA,Cleaning,Trash Liners Box,1.0,24.83,24.83
ORD-11898,2026-04-02,Foxtail Florist,DC,Electronics,Label Printer,2.0,131.42,262.84
ORD-13189,2025-03-13,Mount Trashmore Mini Golf,VA,Safety Equipment,Fire Extinguisher,8.0,70.27,562.16
ORD-10376,2025-01-08,Emerald Cleaners,DC,Food & Beverage,Water Cooler Jug,10.0,13.75,137.5
ORD-13186,2026-02-08,Driftwood Decor,MD,Office Supplies,Whiteboard,4.0,62.69,250.76
ORD-12041,2026-04-03,Nansemond Nursery,VA,Electronics,Wireless Mouse,1.0,24.03,24.03
ORD-10579,2026-04-02,Ironclad Fitness,,Cleaning,Trash Liners Box,1.0,22.19,22.19
ORD-14492,2025-03-16,Uptown Barbers,MD,Furniture,File Cabinet,1.0,106.14,106.14
ORD-12564,2025-01-29,Virginia Beach Vets,MD,Safety Equipment,Wet Floor Signs,3.0,19.76,59.28
ORD-13873,2025-04-03,Oceanfront Surf Shop,VA,Furniture,File Cabinet,1.0,99.95,99.95
ORD-10798,2025-02-21,Mount Trashmore Mini Golf,DC,Furniture,Standing Desk,2.0,394.89,789.78
ORD-12719,2025-11-02,Lighthouse Daycare,NC,Food & Beverage,Coffee 5lb Bag,1.0,49.53,49.53
ORD-14295,2025-03-29,Wavecrest Hotel,MD,Food & Beverage,Snack Variety Box,1.0,34.84,34.84
ORD-14706,2025-07-21,Oceanfront Surf Shop,MD,Electronics,27in Monitor,1.0,231.83,231.83
ORD-11433,2025-04-29,Bayview Dental,SC,Electronics,USB-C Dock,2.0,94.8,189.6
ORD-11066,2026-04-08,Chesapeake Motors,SC,Cleaning,Trash Liners Box,8.0,22.37,178.96
,2026-03-21,Mount Trashmore Mini Golf,SC,Safety Equipment,Safety Vest 10-Pack,2.0,49.6,99.2
ORD-13712,2025-11-30,Yorktown Catering,MD,Furniture,Task Chair,1.0,165.23,165.23
ORD-12046,2026-02-08,Pembroke Law Group,DC,Food & Beverage,Snack Variety Box,4.0,34.89,139.56
ORD-11934,2025-06-04,Landstown Pediatrics,MD,Office Supplies,Ink Cartridge,4.0,33.14,132.56
ORD-12297,2025-07-08,Ironclad Fitness,SC,Safety Equipment,Wet Floor Signs,3.0,20.86,62.58
ORD-12193,2025-05-01,Jetty Joes Tackle,NC,Electronics,Wireless Mouse,4.0,25.45,101.8
ORD-13311,2026-03-02,Marlin Print Shop,,Furniture,Task Chair,8.0,161.27,1290.16
ORD-14044,2026-01-31,First Colony Realty,SC,Electronics,USB-C Dock,5.0,89.22,446.1
ORD-14697,2025-01-25,Harbor Light Church,NC,Office Supplies,Ink Cartridge,1.0,32.81,32.81
